,Images,Text
8374,000000572627.jpg#4,A brown cat sitting on some steps looking down at a pair of brown shoes.
8375,000000017438.jpg#0,A black and white car staring out a window. 
8376,000000017438.jpg#1,a cat that is staring into a reflation at its self 
8377,000000017438.jpg#2,a black and white cat  looking out a window
8378,000000017438.jpg#3,a cat staring at the camera with a dark background
8379,000000017438.jpg#4,A black and white cat looking out the window.
8380,000000520655.jpg#0,A black cat laying on top of a green grass ground.
8381,000000520655.jpg#1,The mysterious black cat has bright green eyes.
8382,000000520655.jpg#2,A black cat is laying down in the green grass. 
8383,000000520655.jpg#3,A black cat looks up while laying on its side.
8384,000000520655.jpg#4,There is a black cat putting its head down.
8385,000000328069.jpg#0,A cat with blues eyes sitting on a table.
8386,000000328069.jpg#1,An old siamese cat with long whiskers is sitting next to another cat.
8387,000000328069.jpg#2,A brown and white Siamese cat with blue eyes.
8388,000000328069.jpg#3,this gray and brown cat has light blue eyes
8389,000000328069.jpg#4,A cat is staring ahead as the back another cat's head is seen in front of him.
8390,000000181069.jpg#0,A kitten is sitting in a sneaker shoe.
8391,000000181069.jpg#1,a small kitten is sitting in a large shoe.
8392,000000181069.jpg#2,A kitten sitting in a high top sneaker.
8393,000000181069.jpg#3,A kitten standong inside someone's shoe looking around.
8394,000000181069.jpg#4,A small white kitten sitting inside of a boot.
8395,000000262014.jpg#0,A cat looks at the camera from a window sill
8396,000000262014.jpg#1,Black and white cat standing beside a window. 
8397,000000262014.jpg#2,a black and white cat moving at the edge of a window
8398,000000262014.jpg#3,A fluffy white cat stands in front of the glass window.
8399,000000262014.jpg#4,A very cute cat standing by a big window.
8400,000000188667.jpg#0,A cat standing next to a window in a room.
8401,000000188667.jpg#1,A can sitting in front of a window with the blinds closed.
8402,000000188667.jpg#2,a gray cat sitting in a window looking up
8403,000000188667.jpg#3,Filtered photograph of a cat standing by a window.
8404,000000188667.jpg#4,A cat looking up towards the ceiling in front of a window with broken blinds.
8405,000000143612.jpg#0,a cat that is sitting next to a few shoes
8406,000000143612.jpg#1,A cat that is laying near shoes on a carpet.
8407,000000143612.jpg#2,an orange and white cat laying next to two black shoes
8408,000000143612.jpg#3,A cat sits next to a pair of boots
8409,000000143612.jpg#4,A cat laying on the ground next to a pair of shoes. 
8410,000000084291.jpg#0,A black cat on a zebra print peers into the camera.
8411,000000084291.jpg#1,A cat laying on top of a zebra print blanket.
8412,000000084291.jpg#2,a cat that is posing for the camera
8413,000000084291.jpg#3,a close up of a cat on a zebra print surface 
8414,000000084291.jpg#4,A close shot of a cat with yellow eyes. 
8415,000000473634.jpg#0,A cat looking outside of a glass window. 
8416,000000473634.jpg#1,A cat sits on a windowsill and stares out the window.
8417,000000473634.jpg#2,A cat sitting in a window sill looking out at a house.
8418,000000473634.jpg#3,a striped cat standing on a window seal
8419,000000473634.jpg#4,A cat sits looking out of a window.
8420,000000462767.jpg#0,A cat is sitting on a patio in the sun.
8421,000000462767.jpg#1,A small white cat sitting on a  ledge.
8422,000000462767.jpg#2,A cat that is sitting down near a window.
8423,000000462767.jpg#3,A white cat sitting on a balcony in the sunset
8424,000000462767.jpg#4,An orange cat sitting on a window sill.
8425,000000438059.jpg#0,a cat sits on the ground with a scarf around its neck 
8426,000000438059.jpg#1,a black cat is wearing a red scarf
8427,000000438059.jpg#2,"A black-and-white tuxedo cat, sitting on a clear plastic bag, wears a sheer red bandana."
8428,000000438059.jpg#3,A black and white cat with a red scarf around its neck.
8429,000000438059.jpg#4,black and white cat wearing a red scarf
8430,000000147425.jpg#0,A cat in a dark room standing up on all fours.
8431,000000147425.jpg#1,A gray stripped cat standing on a blue rug.
8432,000000147425.jpg#2,The large brown and dark brown cat is looking straight ahead.
8433,000000147425.jpg#3,A large tabby cat sitting on the floor.
8434,000000147425.jpg#4,close up of brown a cat sitting down
8435,000000442457.jpg#0,A cat laying on top of a pair of shoes.
8436,000000442457.jpg#1,A cat snuggled up to a shoe on the floor.
8437,000000442457.jpg#2,The almost all white cat is sleeping on a shoe. 
8438,000000442457.jpg#3,A white and grey cat sleeping on top of a single sandal and two shoes.
8439,000000442457.jpg#4,A cat snoozing with his head in someone's shoe
8440,000000267605.jpg#0,A cat is sitting on a mosaic tiled floor.
8441,000000267605.jpg#1,A cat standing on a patterned tile floor.
8442,000000267605.jpg#2,A cat that is sitting down on the ground.
8443,000000267605.jpg#3,A cat sitting on a linoleum floor meowing.
8444,000000267605.jpg#4,a cat sitting on  a tiled floor 
8445,000000578020.jpg#0,A cat is taking a nap in an open drawer.
8446,000000578020.jpg#1,A cat that is laying down in a desk drawer.
8447,000000578020.jpg#2,A cat lying in a drawer looking around in it.
8448,000000578020.jpg#3,a cat is laying in a drawer 
8449,000000578020.jpg#4,A big white cat is laying here in the drawer.
8450,000000411334.jpg#0,A cat that is laying down nears shoes.
8451,000000411334.jpg#1,Small black cat laying among several different used shoes.
8452,000000411334.jpg#2,A black cat standing in the middle of a bunch of shoes.
8453,000000411334.jpg#3,a black cat laying down around some shoes on the floor 
8454,000000411334.jpg#4,A black cat laying on top of shoes.
8455,000000509021.jpg#0,orange and black cat lying in grass looking over his shoulder
8456,000000509021.jpg#1,A cat is lounging in a field alone.
8457,000000509021.jpg#2,A glod color cat resting in green glass.
8458,000000509021.jpg#3,A ginger cat lying in green grass under a tree
8459,000000509021.jpg#4,Cat in the grass looking over the side of head
8460,000000174005.jpg#0,A cat is relaxing in a pile of shoes.
8461,000000174005.jpg#1,A cat is lying on top of several shoes.
8462,000000174005.jpg#2,a kitty laying in a closet on some shoes
8463,000000174005.jpg#3,A cat rubs its face on a pair of shoes.
8464,000000174005.jpg#4,An orange cat lays his head on a pair of shoes.
8465,000000018394.jpg#0,A close-up of a black cat looking up.
8466,000000018394.jpg#1,Black cat staring up as if to be fed.
8467,000000018394.jpg#2,A black cat laying on the floor looking up.
8468,000000018394.jpg#3,"A close up of a black cat looking upward, away from the camera"
8469,000000018394.jpg#4,A close up picture of a black cat looking upward.
8470,000000264787.jpg#0,A cat is peeking out from under a blanket.
8471,000000264787.jpg#1,A cat looking from beneath a covering it is in
8472,000000264787.jpg#2,A cat that is laying down under a blanket.
8473,000000264787.jpg#3,a brown cat peeking from inside of some sheets
8474,000000264787.jpg#4,A cat looks out from beneath the covers.
8475,000000155707.jpg#0,the cat has a bow in her hair
8476,000000155707.jpg#1,The black cat is wearing a gray bow.
8477,000000155707.jpg#2,The black kitten has a silver ribbon on it's head.
8478,000000155707.jpg#3,The black cat doesn't look very happy to have a bow on its head.
8479,000000155707.jpg#4,A black cat wearing red tags and a gray hat with a bow.
8480,000000437126.jpg#0,A cat sitting on the back of a car seat.
8481,000000437126.jpg#1,The cat is looking over the car seat.
8482,000000437126.jpg#2,A cat looking inquisitively over the top of a car seat.
8483,000000437126.jpg#3,A black cat laying down on a car seat.
8484,000000437126.jpg#4,A grey cat leans over the back seat of a car.
8485,000000352196.jpg#0,A cat that is playing on the ground with a door.
8486,000000352196.jpg#1,A yellow cat with stripes laying on its side next to a door and looking up.
8487,000000352196.jpg#2,A cat is pushing a door open with paws while laying down.
8488,000000352196.jpg#3,An orange tabby cat rests on the ground in front of a white wooden door.
8489,000000352196.jpg#4,a small cat pushes up against a door.
8490,000000146411.jpg#0,A cat on the ground with a shoe.
8491,000000146411.jpg#1,A kitten plays with the shoe laces on a pair of blue shoes.
8492,000000146411.jpg#2,a kitten playing with a shoelace on the floor
8493,000000146411.jpg#3,A grey tabby kitten playing with navy blue shoe strings on a shoe. 
8494,000000146411.jpg#4,A gray tiger cat walking across a brick floor.
8495,000000577967.jpg#0,A gray and black cat rolling around in grass.
8496,000000577967.jpg#1,A gray and black cat rolling around in  a field of grass
8497,000000577967.jpg#2,A cat laying on it's back in the grass
8498,000000577967.jpg#3,A gray tiger cat rolling around a grass covered dirt field.
8499,000000577967.jpg#4,The cat is rolling on its back in the grass.
8500,000000253789.jpg#0,Small brown and white cat laying down on the floor. 
8501,000000253789.jpg#1,An orange tabby cat lays on the floor with his foot extended.
8502,000000253789.jpg#2,A brown cat sitting on the floor with a paw stretched in front.
8503,000000253789.jpg#3,A cat stretching on the bathroom floor in front of the tub.
8504,000000253789.jpg#4,A cat lays stretched out on a floor with it's paw facing the camera. 
8505,000000438753.jpg#0,A cat that is in the grass by herself.
8506,000000438753.jpg#1,A cat sits in the grass and looks at the camera.
8507,000000438753.jpg#2,A cat sitting on green grass next to purple flowers.
8508,000000438753.jpg#3,A cat standing in the grass on a lawn.
8509,000000438753.jpg#4,A brown and white cat sitting in grass near pink flowers.
8510,000000540669.jpg#0,A cat sitting on a desk next to a window.
8511,000000540669.jpg#1,This is an image of a cat sitting on a desk.
8512,000000540669.jpg#2,A fluffy cat sitting on a desk by a window.
8513,000000540669.jpg#3,A cat sitting on a kitchen counter near a window.
8514,000000540669.jpg#4,A black and white cat sitting on someones' desk.
8515,000000429476.jpg#0,Cat's face as seen through magnifying glass lens.
8516,000000429476.jpg#1,A cat laying on his back is looking at the camera through a magnifying glass.
8517,000000429476.jpg#2,A close view of a cat through a magnifying glass.
8518,000000429476.jpg#3,Looking at a cat threw a magnifying glass.
8519,000000429476.jpg#4,An orange cat looking upside down through glasses.
8520,000000227606.jpg#0,a spotted cat is wearing a quilt like vest
8521,000000227606.jpg#1,a bengal cat wearing a fancy sweater in a car.
8522,000000227606.jpg#2,A gray and black spotted and striped cat wearing a vest and climbing in a vehicle.
8523,000000227606.jpg#3,A cat wearing a vest stands on the top of the back seats of a car.
8524,000000227606.jpg#4,a cat is walking along the back of a car seat
8525,000000203463.jpg#0,An orange-and-black cat wearing a tiny black hat.
8526,000000203463.jpg#1,a small calico cat on a pink blanket
8527,000000203463.jpg#2,A calico cat wearing a cowboy hat on its head.
8528,000000203463.jpg#3,A cat sitting on top of a persons lap.
8529,000000203463.jpg#4,"A brown, black, and white cat that is wearing a black hat "
8530,000000122196.jpg#0,a cat lays down on a board of wood 
8531,000000122196.jpg#1,A cat is biding time on the outside deck.
8532,000000122196.jpg#2,An orange and white cat laying on top of a wooden table.
8533,000000122196.jpg#3,a close up of a cat laying on a table outdoors
